article,indiv,day_post_infection,pos_value,value,sample_type,location_grp,location_subgrp,sample_rep,sample_grp,sample_subgrp,organ_system,method_of_quant,assay_type,pcr_target_gene,pcr_protocol_type,assay_idx,inoc_route_grp,route_idx,dose_nose,dose_throat,dose_trachea,dose_lung,dose_gi,age_class_grp,age_idx,prob_geriatric,sex,sex_idx,prob_male,prob_female,animal_species,sp_idx,unit_rep,unit_subgrp,data_source,llod,lod_source,lloq,loq_source,viral_strain_rep,viral_strain_grp,treatment,animal_subspecies,age_class_rep,age_years,inoc_route_rep,inoc_route_subgrp,inoc_dose_units_rep,inoc_dose_TCID_per_mL,inoc_dose_pfu_per_mL,inoc_dose_total_mL,inoc_dose_total_TCID,inoc_dose_total_pfu,inoc_dose_IT_mL,inoc_dose_IN_mL,inoc_dose_OR_mL,inoc_dose_OC_mL,inoc_dose_IG_mL,inoc_dose_IV_mL,inoc_dose_IB_mL,inoc_dose_IT_pfu,inoc_dose_IT_TCID,inoc_dose_IN_pfu,inoc_dose_IN_TCID,inoc_dose_OR_pfu,inoc_dose_OR_TCID,inoc_dose_OC_pfu,inoc_dose_OC_TCID,inoc_dose_IG_pfu,inoc_dose_IG_TCID,inoc_dose_IV_pfu,inoc_dose_IV_TCID,inoc_dose_IB_pfu,inoc_dose_IB_TCID,inoc_dose_AE_pfu,inoc_dose_AE_TCID,article_doi,article_title,article_journal,preprint,indiv_rep,data_availability,cell_line,culture_assay,location_idx,study_location,first_upper_bound,first_lower_bound,peak_upper_bound,peak_observed_time,peak_observed_titer,peak_lower_bound,last_upper_bound,last_lower_bound,indiv_sample,group_number,ever_positive,has_peak,has_last_positive,has_titer
Rauch et al. 2020,SR_RM**,Unknown (6-8),0,< LOD,Invasive,GI,LoGI,Colon,Colon,NA,Digestive,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Female,0,0,1,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,Inf,6,NA,NA,9999,NA,NA,NA,SR_RM**_LoGI_Unknown_N,208,0,0,0,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),1,Pos (LOD < x < LOQ),Invasive,LRT,Lung,Lung,Lung,NA,Respiratory,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Male,1,1,0,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,8,0,Inf,NA,9999,0,Inf,0,SR_RM**_Lung_Unknown_N,209,1,1,1,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),1,Pos (LOD < x < LOQ),Invasive,LRT,Lung,Lung,Lung,NA,Respiratory,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Male,1,1,0,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,8,0,Inf,NA,9999,0,Inf,0,SR_RM**_Lung_Unknown_N,209,1,1,1,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),1,Pos (LOD < x < LOQ),Invasive,LRT,Lung,Lung,Lung,NA,Respiratory,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Male,1,1,0,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,8,0,Inf,NA,9999,0,Inf,0,SR_RM**_Lung_Unknown_N,209,1,1,1,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),1,6.92,Invasive,LRT,Lung,Lung,Lung,NA,Respiratory,RT-qPCR,sgRNA,E,Woelfel et al. 2020,4,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Male,1,1,0,rhesus macaque,1,log10 sgRNA copies/g,log10 sgRNA copies/g,Supplemental Figure 1,3.710963119,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,8,0,Inf,NA,9999,0,Inf,0,SR_RM**_Lung_sgRNA_E,210,1,1,1,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),0,6.92,Invasive,LRT,Lung,Lung,Lung,NA,Respiratory,RT-qPCR,sgRNA,E,Woelfel et al. 2020,4,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Male,1,1,0,rhesus macaque,1,log10 sgRNA copies/g,log10 sgRNA copies/g,Supplemental Figure 1,3.710963119,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,Inf,6,NA,NA,9999,NA,NA,NA,SR_RM**_Lung_sgRNA_E,210,0,0,0,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),0,6.92,Invasive,LRT,Lung,Lung,Lung,NA,Respiratory,RT-qPCR,sgRNA,E,Woelfel et al. 2020,4,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Male,1,1,0,rhesus macaque,1,log10 sgRNA copies/g,log10 sgRNA copies/g,Supplemental Figure 1,3.710963119,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,Inf,6,NA,NA,9999,NA,NA,NA,SR_RM**_Lung_sgRNA_E,210,0,0,0,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),1,Pos (LOD < x < LOQ),Invasive,LRT,Trachea,Trachea,Trachea,NA,Respiratory,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Male,1,1,0,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,0,Public Health England,8,0,Inf,NA,9999,0,Inf,0,SR_RM**_Trachea_Unknown_N,211,1,1,1,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),1,Pos (LOD < x < LOQ),Invasive,LRT,Trachea,Trachea,Trachea,NA,Respiratory,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Male,1,1,0,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,0,Public Health England,8,0,Inf,NA,9999,0,Inf,0,SR_RM**_Trachea_Unknown_N,211,1,1,1,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),1,Pos (LOD < x < LOQ),Invasive,LRT,Trachea,Trachea,Trachea,NA,Respiratory,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Male,1,1,0,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,0,Public Health England,8,0,Inf,NA,9999,0,Inf,0,SR_RM**_Trachea_Unknown_N,211,1,1,1,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),0,< LOD,Invasive,GI,UpGI,Duodenum,Small intestine,Duodenum,Digestive,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Male,1,1,0,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,0,Public Health England,Inf,6,NA,NA,9999,NA,NA,NA,SR_RM**_UpGI_Unknown_N,212,0,0,0,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),0,< LOD,Invasive,GI,UpGI,Duodenum,Small intestine,Duodenum,Digestive,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Male,1,1,0,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,0,Public Health England,Inf,6,NA,NA,9999,NA,NA,NA,SR_RM**_UpGI_Unknown_N,212,0,0,0,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),0,< LOD,Invasive,GI,UpGI,Duodenum,Small intestine,Duodenum,Digestive,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Male,1,1,0,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,0,Public Health England,Inf,6,NA,NA,9999,NA,NA,NA,SR_RM**_UpGI_Unknown_N,212,0,0,0,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),1,< LOD,Invasive,GI,LoGI,Colon,Colon,NA,Digestive,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Male,1,1,0,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,8,0,Inf,NA,9999,0,Inf,0,SR_RM**_LoGI_Unknown_N,213,1,1,1,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),0,< LOD,Invasive,GI,LoGI,Colon,Colon,NA,Digestive,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Male,1,1,0,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,Inf,6,NA,NA,9999,NA,NA,NA,SR_RM**_LoGI_Unknown_N,213,0,0,0,0
Rauch et al. 2020,SR_RM**,Unknown (6-8),0,< LOD,Invasive,GI,LoGI,Colon,Colon,NA,Digestive,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Male,1,1,0,rhesus macaque,1,log10 RNA copies/g,log10 unknown RNA copies/g,Supplemental Figure 1,4.117271296,Text,4.756636108,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,Inf,6,NA,NA,9999,NA,NA,NA,SR_RM**_LoGI_Unknown_N,213,0,0,0,0
Rauch et al. 2020,SR_RM**,1,1,6.19,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Unknown (3M/3F),-9999,0.5,0.5,rhesus macaque,1,log10 RNA copies/mL,log10 unknown RNA copies/mL,Figure 3,3.471291711,Text,4.11058971,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,0,Public Health England,1,0,5,3,7.97,1,Inf,3,SR_RM**_Nose_Unknown_N,214,1,1,1,1
Rauch et al. 2020,SR_RM**,1,1,6.19,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Unknown (3M/3F),-9999,0.5,0.5,rhesus macaque,1,log10 RNA copies/mL,log10 unknown RNA copies/mL,Figure 3,3.471291711,Text,4.11058971,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,0,Public Health England,1,0,Inf,NA,9999,0,Inf,0,SR_RM**_Nose_Unknown_N,214,1,1,1,0
Rauch et al. 2020,SR_RM**,3,1,5.13,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,RT-qPCR,sgRNA,E,Woelfel et al. 2020,4,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Unknown (3M/3F),-9999,0.5,0.5,rhesus macaque,1,log10 sgRNA copies/mL,log10 sgRNA copies/mL,Figure 3,3.064457989,Text,4.11058971,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,0,Public Health England,3,0,Inf,NA,9999,0,Inf,0,SR_RM**_Nose_sgRNA_E,215,1,1,1,0
Rauch et al. 2020,SR_RM**,1,1,7.16,Non-invasive,URT,Throat,Throat Swab,Oropharyngeal Sample,Throat Swab,Respiratory,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Unknown (3M/3F),-9999,0.5,0.5,rhesus macaque,1,log10 RNA copies/mL,log10 unknown RNA copies/mL,Supplemental Figure 1,3.471291711,Text,4.11058971,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,3,0,3,1,7.16,0,Inf,1,SR_RM**_Throat_Unknown_N,216,1,1,1,1
Rauch et al. 2020,SR_RM**,1,1,7.16,Non-invasive,URT,Throat,Throat Swab,Oropharyngeal Sample,Throat Swab,Respiratory,RT-qPCR,Unknown,N,Never mentioned,-9999,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Unknown (3M/3F),-9999,0.5,0.5,rhesus macaque,1,log10 RNA copies/mL,log10 unknown RNA copies/mL,Supplemental Figure 1,3.471291711,Text,4.11058971,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,3,0,Inf,NA,9999,0,Inf,0,SR_RM**_Throat_Unknown_N,216,1,1,1,0
Rauch et al. 2020,SR_RM**,1,1,Pos (LOD < x < LOQ),Non-invasive,URT,Throat,Throat Swab,Oropharyngeal Sample,Throat Swab,Respiratory,RT-qPCR,sgRNA,E,Woelfel et al. 2020,4,"IT, IN",3,6.096910013,6.096910013,6.397940009,0,0,Unknown,-9999,0,Unknown (3M/3F),-9999,0.5,0.5,rhesus macaque,1,log10 sgRNA copies/mL,log10 sgRNA copies/mL,Supplemental Figure 1,3.064457989,Text,4.11058971,Text,SARS-CoV-2/Victoria/1/2020,SARS-CoV-2/human/AUS/VIC01/2020,"None (Control Group, Vaccine Study)",Indian,Unknown (not specified),6-Mar,"IT, IN","IT, IN",pfu,Unknown,Unknown,2,7142857.143,5e+06,1,1,NA,NA,NA,NA,NA,2500000,Unknown,2500000,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1101/2020.12.23.424138,mRNA vaccine CVnCoV protects non-human primates from SARS-CoV-2 challenge infection,bioRxiv,Yes,No ID,"Digitized, R",NA,NA,1,Public Health England,1,0,Inf,3,4.71,1,Inf,3,SR_RM**_Throat_sgRNA_E,217,1,1,1,1
Seo et al. 2021,YBS_CM**,1,1,5.75,Non-invasive,URT,Nose,Nasal Swab,Nasal Sample,Nasal Swab,Respiratory,RT-qPCR,gRNA,ORF1,Custom assay #4,2,Multi-route (3+),3,6.163161375,6.903524064,6.765221366,0,0,Unknown,-9999,0,Unknown,-9999,0.5,0.5,cynomolgus macaque,2,log10 copies/mL,log10 gRNA copies/mL,Figure 5,1.09,Digitized,Unknown,NA,"SARS-CoV-2/?? (Clinical Isolate, NCCP43326)",SARS-CoV-2/human/KOR/?? (ID: NCCP43326),"None (Control Group, Vaccine Study)",NA,Unknown (not specified),4.1-7.6,"IT, IN, OR, CJ, IV","IT, IN, OR, OC, IV",TCID50,Unknown,Unknown,12.5,2.6e+07,18200000,4,1,5,0.5,NA,2,NA,5824000,Unknown,1456000,Unknown,7280000,Unknown,728000,Unknown,NA,NA,2912000,Unknown,NA,NA,NA,NA,10.1101/2020.10.09.334136,Soluble Spike DNA vaccine provides long-term protective immunity against SAR-CoV-2 in mice and nonhuman primates.,Vaccines,Yes,No ID,"Digitized, R",NA,NA,0,Korea Primate Center,1,0,3,2,8.09,1,Inf,2,YBS_CM**_Nose_gRNA_ORF1,218,1,1,1,1
